date_long,year,id_no,country,region,source,latitude,longitude,magnitude_body,magnitude_surface,depth,yield_lower,yield_upper,purpose,name,type
19560710,1956,56021,USA,BIKINI,DOE,11.35,165.2,0.0,0.0,-0.001,4500.0,4500.0,WEAPONS DEVELOPMENT,NAVAJO,ATMOSPHERIC
19560720,1956,56022,USA,BIKINI,DOE,11.35,165.2,0.0,0.0,-0.001,5000.0,5000.0,WEAPONS DEVELOPMENT,TEWA,ATMOSPHERIC
19560721,1956,56023,USA,ENEWETAK,DOE,11.3,162.15,0.0,0.0,-0.001,250.0,250.0,WEAPONS DEVELOPMENT,HURON,ATMOSPHERIC
19560824,1956,56024,USSR,SEMI KAZAKH,DOE,50.0,78.0,0.0,0.0,0.0,27.0,27.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19560830,1956,56025,USSR,SEMI KAZAKH,DOE,50.0,78.0,0.0,0.0,0.0,900.0,900.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19560902,1956,56026,USSR,SEMI KAZAKH,DOE,50.0,78.0,0.0,0.0,0.0,51.0,51.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19560910,1956,56027,USSR,SEMI KAZAKH,DOE,50.0,78.0,0.0,0.0,0.0,38.0,38.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19560927,1956,56028,UK,MARALI AUSTR,DOE,-30.0,131.0,0.0,0.0,0.0,15.0,15.0,WEAPONS DEVELOPMENT,BUFFALO: Rl,ATMOSPHERIC
19561004,1956,56029,UK,MARALI AUSTR,DOE,-30.0,131.0,0.0,0.0,-0.001,1.5,1.5,EXPLOSION TEST,BUFFALO:R2,ATMOSPHERIC
19561011,1956,56030,UK,MARALI AUSTR,DOE,-30.0,131.0,0.0,0.0,0.0,3.0,3.0,WEAPONS DEVELOPMENT,BUFFALO: R3,ATMOSPHERIC
19561022,1956,56031,UK,MARALI AUSTR,DOE,-30.0,131.0,0.0,0.0,0.0,10.0,10.0,WEAPONS DEVELOPMENT,BUFFALO:R4,ATMOSPHERIC
19561117,1956,56032,USSR,SEMI KAZAKH,DOE,50.0,78.0,0.0,0.0,0.0,900.0,900.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19561214,1956,56033,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,40.0,40.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19570119,1957,57001,USSR,MTR RUSS,DOE,48.0,46.0,0.0,0.0,0.0,10.0,10.0,EXPLOSION TEST,,ATMOSPHERIC
19570308,1957,57002,USSR,SEMI KAZAKH,DOE,50.0,78.0,0.0,0.0,0.0,19.0,19.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19570403,1957,57003,USSR,SEMI KAZAKH,DOE,50.0,78.0,0.0,0.0,0.0,42.0,42.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19570406,1957,57004,USSR,SEMI KAZAKH,DOE,50.0,78.0,0.0,0.0,0.0,57.0,57.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19570410,1957,57005,USSR,SEMI KAZAKH,DOE,50.0,78.0,0.0,0.0,0.0,680.0,680.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19570412,1957,57006,USSR,SEMI KAZAKH,DOE,50.0,78.0,0.0,0.0,0.0,22.0,22.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19570416,1957,57007,USSR,SEMI KAZAKH,DOE,50.0,78.0,0.0,0.0,0.0,320.0,320.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19570424,1957,57053,USA,MELLIS NV,DOE,37.0,-115.0,0.0,0.0,0.0,0.0,0.0,SAFETY/EMERGENCY TEST,PROJECT 57:1,ATMOSPHERIC
19570515,1957,57008,UK,MALDEN IS,DOE,-4.0,-155.0,0.0,0.0,0.0,300.0,300.0,WEAPONS DEVELOPMENT,GRAPPLE:1,ATMOSPHERIC
19570528,1957,57009,USA,NTS,DOE,37.0,-116.0,0.0,0.0,-0.2,12.0,12.0,WEAPONS DEVELOPMENT,BOLTZMANN,ATMOSPHERIC
19570531,1957,57010,UK,MALDEN IS,DOE,-4.0,-155.0,0.0,0.0,0.0,720.0,720.0,WEAPONS DEVELOPMENT,GRAPPLE:2,ATMOSPHERIC
19570602,1957,57011,USA,NTS,DOE,37.0,-116.0,0.0,0.0,-0.1,0.14,0.14,WEAPONS DEVELOPMENT,FRANKLIN,ATMOSPHERIC
19570605,1957,57012,USA,NTS,DOE,37.0,-116.0,0.0,0.0,-0.2,0.0005,0.0005,WEAPONS DEVELOPMENT,LASSEN,ATMOSPHERIC
19570618,1957,57013,USA,NTS,DOE,37.0,-116.0,0.0,0.0,-0.2,10.0,10.0,WEAPONS DEVELOPMENT,WILSON,ATMOSPHERIC
19570619,1957,57014,UK,MALDEN IS,DOE,-4.0,-155.0,0.0,0.0,0.0,200.0,200.0,WEAPONS DEVELOPMENT,GRAPPLE:3,ATMOSPHERIC
19570624,1957,57015,USA,NTS,DOE,37.0,-116.0,0.0,0.0,-0.2,37.0,37.0,WEAPONS DEVELOPMENT,PRISCILLA,ATMOSPHERIC
19570701,1957,57054,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,0.0,SAFETY/EMERGENCY TEST,COULOMB-A,ATMOSPHERIC
19570705,1957,57016,USA,NTS,DOE,37.0,-116.0,0.0,0.0,-0.5,74.0,74.0,WEAPONS DEVELOPMENT,HOOD,ATMOSPHERIC
19570715,1957,57017,USA,NTS,DOE,37.0,-116.0,0.0,0.0,-0.2,17.0,17.0,WEAPONS DEVELOPMENT,DIABLO,ATMOSPHERIC
19570719,1957,57018,USA,NTS,DOE,37.0,-116.0,0.0,0.0,-6.8,2.0,2.0,EXPLOSION TEST,JOHN,ATMOSPHERIC
19570724,1957,57019,USA,NTS,DOE,37.0,-116.0,0.0,0.0,-0.2,10.0,10.0,WEAPONS DEVELOPMENT,KEPLER,ATMOSPHERIC
19570725,1957,57020,USA,NTS,DOE,37.0,-116.0,0.0,0.0,-0.2,9.7,9.7,WEAPONS DEVELOPMENT,OWENS,ATMOSPHERIC
19570726,1957,57021,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,0.0,SAFETY/EMERGENCY TEST,PASCAL-A,UNDERGROUND
19570807,1957,57022,USA,NTS,DOE,37.0,-116.0,0.0,0.0,-0.5,19.0,19.0,WEAPONS DEVELOPMENT,STOKES,ATMOSPHERIC
19570810,1957,57055,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,0.0,SAFETY/EMERGENCY TEST,SATURN,UNDERGROUND
19570818,1957,57023,USA,NTS,DOE,37.0,-116.0,0.0,0.0,-0.2,17.0,17.0,WEAPONS DEVELOPMENT,SHASTA,ATMOSPHERIC
19570822,1957,57024,USSR,SEMI KAZAKH,DOE,50.0,78.0,0.0,0.0,0.0,520.0,520.0,WEAPONS DEVELOPMENT,,ATMOSPHERIC
19570823,1957,57025,USA,NTS,DOE,37.0,-116.0,0.0,0.0,-0.5,11.0,11.0,WEAPONS DEVELOPMENT,DOPPLER,ATMOSPHERIC
19570826,1957,57026,USSR,SEMI KAZAKH,MTM,50.0,78.0,0.0,0.0,0.0,0.1,0.1,SAFETY/EMERGENCY TEST,,ATMOSPHERIC
19570827,1957,57027,USA,NTS,DOE,37.0,-116.0,0.0,0.0,0.0,0.0,0.0,SAFETY/EMERGENCY TEST,PASCAL-B,UNDERGROUND
19570830,1957,57028,USA,NTS,DOE,37.0,-116.0,0.0,0.0,-0.25,4.7,4.7,WEAPONS DEVELOPMENT,FRANKLIN PRIME,ATMOSPHERIC
19570831,1957,57029,USA,NTS,DOE,37.0,-116.0,0.0,0.0,-0.25,44.0,44.0,WEAPONS DEVELOPMENT,SMOKY,ATMOSPHERIC
19570902,1957,57030,USA,NTS,DOE,37.0,-116.0,0.0,0.0,-0.2,11.0,11.0,WEAPONS DEVELOPMENT,GALILEO,ATMOSPHERIC
19570906,1957,57031,USA,NTS,DOE,37.0,-116.0,0.0,0.0,-0.2,0.2,0.2,WEAPONS DEVELOPMENT,WHEELER,ATMOSPHERIC
